work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_size,salary_binned
2023,SE,FT,Data Analyst,95000,US,100,M,0
2023,EN,FT,Other,80000,US,0,M,0
2023,EN,FT,Other,50000,US,0,M,0
2023,SE,FT,Other,175000,US,100,M,1
2023,SE,FT,Other,150000,US,100,M,1
2023,SE,FT,Other,178600,US,0,M,1
2023,SE,FT,Other,67200,US,0,M,0
2023,EN,FT,Data Analyst,118750,US,0,M,0
2023,EN,FT,Data Analyst,106875,US,0,M,0
2023,SE,FT,Data Engineer,186000,US,0,M,1
2023,SE,FT,Data Engineer,81800,US,0,M,0
2023,MI,FT,Data Analyst,142000,US,0,M,1
2023,MI,FT,Data Analyst,128000,US,0,M,0
2023,SE,FT,Data Analyst,140130,US,0,M,1
2023,SE,FT,Data Analyst,84870,US,0,M,0
2023,SE,FT,Machine Learning Engineer,262000,US,0,M,2
2023,SE,FT,Machine Learning Engineer,186000,US,0,M,1
2023,SE,FT,Other,247600,US,0,L,2
2023,SE,FT,Other,127300,US,0,L,0
2023,MI,FT,Data Analyst,85000,US,0,M,0
2023,MI,FT,Data Analyst,58500,US,0,M,0
2023,EN,FT,Data Analyst,59059,US,0,M,0
2023,EN,FT,Data Analyst,47985,US,0,M,0
2023,SE,FT,Data Analyst,93918,US,0,M,0
2023,SE,FT,Data Analyst,51962,US,0,M,0
2023,MI,FT,Other,120000,US,0,M,0
2023,MI,FT,Other,100000,US,0,M,0
2023,SE,FT,Data Scientist,205670,Other,0,M,1
2023,SE,FT,Data Scientist,124233,Other,0,M,0
2023,SE,FT,Data Engineer,173000,US,0,M,1
2023,SE,FT,Data Engineer,140000,US,0,M,1
2023,SE,FT,Other,291500,US,0,M,2
2023,SE,FT,Other,180200,US,0,M,1
2023,SE,FT,Data Scientist,185000,Other,0,M,1
2023,SE,FT,Data Scientist,152000,Other,0,M,1
2023,SE,FT,Machine Learning Engineer,255800,US,0,M,2
2023,SE,FT,Machine Learning Engineer,170600,US,0,M,1
2023,SE,FT,Data Engineer,146850,US,0,M,1
2023,SE,FT,Data Engineer,106800,US,0,M,0
2023,MI,FT,Data Engineer,200000,US,0,M,1
2023,MI,FT,Data Engineer,117000,US,0,M,0
2023,MI,FT,Other,151700,US,0,L,1
2023,MI,FT,Other,63000,US,0,L,0
2023,EN,FT,Other,43000,Other,0,L,0
2023,SE,FT,Data Scientist,239900,US,100,M,2
2023,SE,FT,Data Scientist,159900,US,100,M,1
2023,EN,FT,Data Analyst,162240,US,0,M,1
2023,EN,FT,Data Analyst,47840,US,0,M,0
2023,SE,FT,Data Engineer,130410,US,0,M,0
2023,SE,FT,Data Engineer,92000,US,0,M,0
2023,SE,FT,Other,270250,US,0,M,2
2023,SE,FT,Other,144000,US,0,M,1
2023,SE,FT,Other,176875,US,0,M,1
2023,SE,FT,Other,84750,US,0,M,0
2023,MI,FT,Data Analyst,92000,US,0,M,0
2023,MI,FT,Data Analyst,69000,US,0,M,0
2023,SE,FT,Other,184800,US,0,M,1
2023,SE,FT,Other,107100,US,0,M,0
2023,SE,FT,Data Engineer,130410,US,0,M,0
2023,SE,FT,Data Engineer,92000,US,0,M,0
2023,SE,FT,Data Engineer,333500,US,0,M,3
2023,SE,FT,Data Engineer,176000,US,0,M,1
2023,SE,FT,Other,257400,US,0,M,2
2023,SE,FT,Other,138600,US,0,M,1
2023,MI,FT,Other,242100,US,0,M,2
2023,MI,FT,Other,116200,US,0,M,0
2023,SE,FT,Other,230000,US,0,M,2
2023,SE,FT,Other,210000,US,0,M,1
2023,SE,FT,Data Engineer,114300,US,0,M,0
2023,SE,FT,Data Engineer,89600,US,0,M,0
2023,EN,FT,Other,85000,US,0,M,0
2023,EN,FT,Other,65000,US,0,M,0
2023,SE,FT,Machine Learning Engineer,266875,US,0,M,2
2023,SE,FT,Machine Learning Engineer,128250,US,0,M,0
2023,MI,FT,Other,280000,US,0,M,2
2023,MI,FT,Other,200000,US,0,M,1
2023,MI,FT,Data Engineer,180000,US,0,M,1
2023,MI,FT,Data Engineer,130000,US,0,M,0
2023,SE,FT,Data Engineer,178492,US,100,M,1
2023,SE,FT,Data Engineer,89246,US,100,M,0
2023,SE,FT,Data Engineer,245000,US,100,M,2
2023,SE,FT,Data Engineer,150000,US,100,M,1
2023,SE,FT,Other,155000,US,0,M,1
2023,SE,FT,Other,145000,US,0,M,1
2023,SE,FT,Machine Learning Engineer,165000,US,100,M,1
2023,SE,FT,Machine Learning Engineer,130000,US,100,M,0
2023,SE,FT,Other,247600,US,0,L,2
2023,SE,FT,Other,127300,US,0,L,0
2023,SE,FT,Data Scientist,280889,US,0,M,2
2023,SE,FT,Data Scientist,187259,US,0,M,1
2023,MI,FT,Other,130000,US,100,M,0
2023,MI,FT,Other,120000,US,100,M,0
2023,MI,FT,Data Engineer,185000,US,100,M,1
2023,MI,FT,Data Engineer,125000,US,100,M,0
2023,SE,FT,Data Engineer,196900,US,100,M,1
2023,SE,FT,Data Engineer,186700,US,100,M,1
2023,EN,FT,Data Analyst,75065,US,100,M,0
2023,EN,FT,Data Analyst,41419,US,100,M,0
2023,SE,FT,Data Scientist,260000,US,0,M,2
2023,SE,FT,Data Scientist,192000,US,0,M,1
2023,MI,FT,Data Engineer,205600,US,0,L,1
2023,MI,FT,Data Engineer,105700,US,0,L,0
2023,MI,FT,Data Analyst,75000,US,0,M,0
2023,MI,FT,Data Analyst,65000,US,0,M,0
2023,SE,FT,Other,230000,US,0,M,2
2023,SE,FT,Other,140000,US,0,M,1
2023,EN,FT,Other,149800,US,0,M,1
2023,EN,FT,Other,85600,US,0,M,0
2023,SE,FT,Data Scientist,218000,US,0,M,1
2023,SE,FT,Data Scientist,152600,US,0,M,1
2023,MI,FT,Other,185000,US,0,M,1
2023,MI,FT,Other,165000,US,0,M,1
2023,SE,FT,Machine Learning Engineer,224880,US,0,M,2
2023,SE,FT,Machine Learning Engineer,121500,US,0,M,0
2023,SE,FT,Data Analyst,129000,US,0,M,0
2023,SE,FT,Data Analyst,46200,US,0,M,0
2023,SE,FT,Data Scientist,272400,US,0,M,2
2023,SE,FT,Data Scientist,155600,US,0,M,1
2023,MI,FT,Other,150000,US,0,M,1
2023,SE,FT,Data Analyst,93918,US,0,M,0
2023,SE,FT,Data Analyst,51962,US,0,M,0
2023,EN,FT,Data Analyst,115000,US,0,M,0
2023,EN,FT,Data Analyst,95000,US,0,M,0
2023,MI,FT,Machine Learning Engineer,150000,US,0,M,1
2023,SE,FT,Other,351000,US,0,M,3
2023,SE,FT,Other,171000,US,0,M,1
2023,SE,FT,Other,272000,US,0,M,2
2023,SE,FT,Other,170000,US,0,M,1
2023,SE,FT,Data Scientist,176000,US,0,M,1
2023,SE,FT,Data Scientist,158000,US,0,M,1
2023,SE,FT,Data Analyst,135000,US,100,M,1
2023,SE,FT,Data Analyst,125000,US,100,M,0
2023,MI,FT,Other,110000,US,0,M,0
2023,MI,FT,Other,80000,US,0,M,0
2023,SE,FT,Other,270000,US,100,M,2
2023,SE,FT,Other,232200,US,100,M,2
2023,MI,FT,Data Scientist,107000,US,100,M,0
2023,MI,FT,Data Scientist,87300,US,100,M,0
2023,SE,FT,Other,230000,US,0,M,2
2023,SE,FT,Other,140000,US,0,M,1
2023,MI,FT,Data Analyst,85000,US,100,M,0
2023,MI,FT,Data Analyst,61800,US,100,M,0
2023,SE,FT,Data Engineer,300000,US,100,M,2
2023,SE,FT,Data Engineer,195000,US,100,M,1
2023,SE,FT,Machine Learning Engineer,204500,US,0,M,1
2023,SE,FT,Machine Learning Engineer,142200,US,0,M,1
2023,MI,FT,Data Analyst,107500,US,0,M,0
2023,MI,FT,Data Analyst,96750,US,0,M,0
2023,MI,FT,Other,153800,US,100,M,1
2023,MI,FT,Other,96000,US,100,M,0
2023,SE,FT,Data Scientist,204500,US,0,M,1
2023,SE,FT,Data Scientist,142200,US,0,M,1
2023,SE,FT,Data Engineer,190100,US,100,M,1
2023,SE,FT,Data Engineer,131414,US,100,M,0
2023,SE,FT,Other,195500,US,100,M,1
2023,SE,FT,Other,141300,US,100,M,1
2023,SE,FT,Other,165500,US,100,M,1
2023,SE,FT,Other,119600,US,100,M,0
2023,SE,FT,Other,235000,US,100,M,2
2023,SE,FT,Other,169900,US,100,M,1
2023,MI,FT,Other,235000,US,100,M,2
2023,MI,FT,Other,169900,US,100,M,1
2023,SE,FT,Other,200000,US,0,M,1
2023,SE,FT,Other,135000,US,0,M,1
2023,SE,FT,Data Analyst,210000,US,100,M,1
2023,SE,FT,Data Analyst,151800,US,100,M,1
2023,SE,FT,Data Analyst,210000,US,100,M,1
2023,SE,FT,Data Analyst,151800,US,100,M,1
2023,SE,FT,Other,215500,US,100,M,1
2023,SE,FT,Other,155800,US,100,M,1
2023,SE,FT,Data Scientist,305600,US,0,M,2
2023,SE,FT,Data Scientist,188200,US,0,M,1
2023,SE,FT,Data Engineer,180500,US,0,M,1
2023,SE,FT,Data Engineer,96200,US,0,M,0
2023,SE,FT,Data Engineer,166000,US,0,M,1
2023,SE,FT,Data Engineer,73100,US,0,M,0
2023,EN,FT,Data Analyst,75000,US,0,M,0
2023,EN,FT,Data Analyst,47500,US,0,M,0
2023,SE,FT,Data Scientist,201700,US,0,M,1
2023,SE,FT,Data Scientist,146600,US,0,M,1
2023,MI,FT,Data Engineer,133000,US,0,M,1
2023,MI,FT,Data Engineer,58400,US,0,M,0
2023,SE,FT,Other,120000,Other,0,L,0
2023,SE,FT,Other,144300,US,100,M,1
2023,SE,FT,Other,104800,US,100,M,0
2023,SE,FT,Other,115920,US,0,M,0
2023,SE,FT,Other,84000,US,0,M,0
2023,SE,FT,Data Analyst,146850,US,0,M,1
2023,SE,FT,Data Analyst,106800,US,0,M,0
2023,EN,FT,Data Engineer,92280,Other,0,M,0
2023,EN,FT,Data Engineer,79976,Other,0,M,0
2023,MI,FT,Data Analyst,133000,US,0,M,1
2023,MI,FT,Data Analyst,58300,US,0,M,0
2023,SE,FT,Other,137300,US,0,M,1
2023,SE,FT,Other,59200,US,0,M,0
2023,MI,FT,Data Engineer,165000,US,0,M,1
2023,MI,FT,Data Engineer,147500,US,0,M,1
2023,SE,FT,Data Scientist,130410,US,0,M,0
2023,SE,FT,Data Scientist,92000,US,0,M,0
2023,SE,FT,Machine Learning Engineer,156150,US,100,M,1
2023,SE,FT,Machine Learning Engineer,113400,US,100,M,0
2023,SE,FT,Data Scientist,226000,US,100,M,2
2023,SE,FT,Data Scientist,211000,US,100,M,1
2023,SE,FT,Data Scientist,197500,US,0,M,1
2023,SE,FT,Data Scientist,132500,US,0,M,1
2023,MI,FT,Data Analyst,109000,US,0,M,0
2023,MI,FT,Data Analyst,62000,US,0,M,0
2023,SE,FT,Data Engineer,110000,US,0,M,0
2023,SE,FT,Data Engineer,70000,US,0,M,0
2023,SE,FT,Machine Learning Engineer,238000,US,0,M,2
2023,SE,FT,Machine Learning Engineer,176000,US,0,M,1
2023,MI,FT,Data Engineer,179000,US,0,M,1
2023,MI,FT,Data Engineer,112000,US,0,M,0
2023,SE,FT,Machine Learning Engineer,238000,US,0,M,2
2023,SE,FT,Machine Learning Engineer,176000,US,0,M,1
2023,SE,FT,Data Engineer,151250,US,100,M,1
2023,SE,FT,Data Engineer,96800,US,100,M,0
2023,MI,FT,Other,109000,US,0,M,0
2023,MI,FT,Other,62000,US,0,M,0
2023,MI,FT,Data Scientist,162000,US,0,M,1
2023,MI,FT,Data Scientist,108000,US,0,M,0
2023,SE,FT,Machine Learning Engineer,238000,US,0,M,2
2023,SE,FT,Machine Learning Engineer,176000,US,0,M,1
2023,MI,FT,Other,189000,US,100,M,1
2023,MI,FT,Other,118100,US,100,M,0
2023,EN,FT,Machine Learning Engineer,126000,US,100,M,0
2023,EN,FT,Machine Learning Engineer,93000,US,100,M,0
2023,SE,FT,Other,160000,US,100,M,1
2023,SE,FT,Other,150000,US,100,M,1
2023,EX,FT,Other,237500,US,0,M,2
2023,EX,FT,Other,157500,US,0,M,1
2023,SE,FT,Other,145000,US,0,M,1
2023,SE,FT,Other,115000,US,0,M,0
2023,SE,FT,Data Scientist,140000,US,0,M,1
2023,SE,FT,Data Scientist,100000,US,0,M,0
2023,SE,FT,Data Analyst,89000,US,0,M,0
2023,SE,FT,Data Analyst,76000,US,0,M,0
2023,SE,FT,Machine Learning Engineer,238000,US,0,M,2
2023,SE,FT,Machine Learning Engineer,176000,US,0,M,1
2023,SE,FT,Other,263100,US,0,M,2
2023,SE,FT,Other,126300,US,0,M,0
2023,SE,FT,Machine Learning Engineer,319000,US,0,M,3
2023,SE,FT,Machine Learning Engineer,221000,US,0,M,1
2023,SE,FT,Data Engineer,200000,US,0,M,1
2023,SE,FT,Data Engineer,150000,US,0,M,1
2023,MI,FT,Data Engineer,220000,Other,100,M,1
2023,MI,FT,Data Engineer,190000,Other,100,M,1
2023,MI,FT,Other,86128,Other,0,M,0
2023,MI,FT,Other,55926,Other,0,M,0
2023,SE,FT,Data Analyst,116700,US,0,M,0
2023,SE,FT,Data Analyst,93400,US,0,M,0
2023,MI,FT,Other,100000,US,0,M,0
2023,MI,FT,Other,95000,US,0,M,0
2023,SE,FT,Data Engineer,151000,Other,100,M,1
2023,SE,FT,Data Engineer,95000,Other,100,M,0
2023,SE,FT,Other,247000,US,100,M,2
2023,SE,FT,Other,152000,US,100,M,1
2023,SE,FT,Data Scientist,268000,US,0,M,2
2023,SE,FT,Data Scientist,137500,US,0,M,1
2023,SE,FT,Other,150000,US,0,M,1
2023,SE,FT,Other,80000,US,0,M,0
2023,SE,FT,Data Engineer,187100,US,0,M,1
2023,SE,FT,Data Engineer,107600,US,0,M,0
2023,SE,FT,Data Scientist,184800,US,0,M,1
2023,SE,FT,Data Scientist,161900,US,0,M,1
2023,SE,FT,Data Scientist,212000,US,0,M,1
2023,SE,FT,Data Scientist,93300,US,0,M,0
2023,SE,FT,Other,184000,US,0,M,1
2023,SE,FT,Other,96000,US,0,M,0
2023,MI,FT,Data Engineer,127900,Other,0,M,0
2023,MI,FT,Data Engineer,85300,Other,0,M,0
2023,MI,FT,Other,204000,US,0,M,1
2023,MI,FT,Other,112500,US,0,M,0
2023,MI,FT,Data Scientist,166000,US,0,M,1
2023,MI,FT,Data Scientist,73100,US,0,M,0
2023,SE,FT,Other,220000,US,0,M,1
2023,SE,FT,Other,137500,US,0,M,1
2023,MI,FT,Machine Learning Engineer,204500,US,0,M,1
2023,MI,FT,Machine Learning Engineer,142200,US,0,M,1
2023,SE,FT,Data Scientist,170000,US,100,M,1
2023,SE,FT,Data Scientist,140000,US,100,M,1
2023,MI,FT,Other,150000,US,0,M,1
2023,MI,FT,Other,80000,US,0,M,0
2023,SE,FT,Other,175000,Other,100,M,1
2023,SE,FT,Other,150000,Other,100,M,1
2023,SE,FT,Data Analyst,116000,US,0,M,0
2023,SE,FT,Data Analyst,110000,US,0,M,0
2023,EN,FT,Data Analyst,132000,US,0,M,0
2023,EN,FT,Data Analyst,104000,US,0,M,0
2023,SE,FT,Machine Learning Engineer,175000,US,100,M,1
2023,SE,FT,Machine Learning Engineer,141000,US,100,M,1
2023,SE,FT,Other,198000,US,100,M,1
2023,SE,FT,Other,151000,US,100,M,1
2023,EN,FT,Data Analyst,104000,US,0,M,0
2023,EN,FT,Data Analyst,83000,US,0,M,0
2023,EN,FT,Data Scientist,150000,US,0,M,1
2023,EN,FT,Data Scientist,100000,US,0,M,0
2023,MI,FT,Data Scientist,204500,US,0,M,1
2023,MI,FT,Data Scientist,142200,US,0,M,1
2023,SE,FT,Data Engineer,185000,US,0,M,1
2023,SE,FT,Data Engineer,130000,US,0,M,0
2023,SE,FT,Data Scientist,250000,US,0,M,2
2023,SE,FT,Data Scientist,125000,US,0,M,0
2023,SE,FT,Data Scientist,100000,US,0,M,0
2023,SE,FT,Data Scientist,81500,US,0,M,0
2023,SE,FT,Data Analyst,192000,US,100,M,1
2023,SE,FT,Data Analyst,120500,US,100,M,0
2023,SE,FT,Data Engineer,247300,US,0,M,2
2023,SE,FT,Data Engineer,139700,US,0,M,1
2023,SE,FT,Data Scientist,64781,Other,0,M,0
2023,SE,FT,Data Scientist,41027,Other,0,M,0
2023,EX,FT,Other,218000,US,0,M,1
2023,EX,FT,Other,168000,US,0,M,1
2023,MI,FT,Data Scientist,119200,US,100,M,0
2023,MI,FT,Data Scientist,86600,US,100,M,0
2023,SE,FT,Machine Learning Engineer,184800,US,0,M,1
2023,SE,FT,Machine Learning Engineer,161900,US,0,M,1
2023,MI,FT,Data Engineer,128600,US,0,M,0
2023,MI,FT,Data Engineer,100000,US,0,M,0
2023,EN,FT,Machine Learning Engineer,162240,US,0,M,1
2023,EN,FT,Machine Learning Engineer,47840,US,0,M,0
2023,SE,FT,Data Scientist,205500,US,0,M,1
2023,SE,FT,Data Scientist,128500,US,0,M,0
2023,SE,FT,Other,164000,US,0,M,1
2023,SE,FT,Other,117000,US,0,M,0
2023,SE,FT,Other,142352,US,0,M,1
2023,SE,FT,Other,95325,US,0,M,0
2023,MI,FT,Other,47238,Other,0,M,0
2023,MI,FT,Other,42030,Other,0,M,0
2023,MI,FT,Machine Learning Engineer,247500,US,0,M,2
2023,MI,FT,Machine Learning Engineer,172200,US,0,M,1
2023,EN,FT,Data Analyst,47238,Other,0,M,0
2023,EN,FT,Data Analyst,42030,Other,0,M,0
2023,SE,FT,Other,61520,Other,0,M,0
2023,SE,FT,Other,40603,Other,0,M,0
2023,MI,FT,Data Analyst,134000,US,100,M,1
2023,MI,FT,Data Analyst,90000,US,100,M,0
2023,SE,FT,Data Engineer,204000,US,0,M,1
2023,SE,FT,Data Engineer,163200,US,0,M,1
2023,SE,FT,Other,168000,US,100,M,1
2023,SE,FT,Other,143000,US,100,M,1
2023,SE,FT,Data Scientist,142352,US,0,M,1
2023,SE,FT,Data Scientist,95325,US,0,M,0
2023,SE,FT,Data Analyst,105000,US,100,M,0
2023,SE,FT,Data Analyst,100000,US,100,M,0
2023,MI,FT,Data Engineer,179000,US,0,M,1
2023,MI,FT,Data Engineer,112000,US,0,M,0
2023,SE,FT,Other,150000,US,0,M,1
2023,SE,FT,Other,125000,US,0,M,0
2023,EN,FT,Other,131000,US,0,L,0
2023,EN,FT,Other,54400,US,0,L,0
2023,EN,FT,Other,120000,US,0,M,0
2023,EN,FT,Other,50000,US,0,M,0
2023,SE,FT,Data Engineer,170000,US,0,M,1
2023,SE,FT,Data Engineer,120000,US,0,M,0
2023,SE,FT,Data Scientist,359170,US,0,M,3
2023,SE,FT,Data Scientist,295490,US,0,M,2
2023,EN,FT,Data Analyst,102000,US,100,M,0
2023,EN,FT,Data Analyst,92000,US,100,M,0
2023,EN,FT,Other,132567,US,0,M,1
2023,EN,FT,Other,96412,US,0,M,0
2023,MI,FT,Other,222200,US,0,L,1
2023,MI,FT,Other,136000,US,0,L,1
2023,SE,FT,Data Engineer,230000,US,0,M,2
2023,SE,FT,Data Engineer,170000,US,0,M,1
2023,MI,FT,Data Engineer,110000,US,100,M,0
2023,MI,FT,Data Engineer,90000,US,100,M,0
2023,SE,FT,Data Scientist,172800,US,100,M,1
2023,SE,FT,Data Scientist,110000,US,100,M,0
2023,SE,FT,Other,135842,US,0,M,1
2023,SE,FT,Other,98794,US,0,M,0
2023,SE,FT,Machine Learning Engineer,331640,US,0,M,3
2023,SE,FT,Machine Learning Engineer,267720,US,0,M,2
2023,SE,FT,Other,266450,US,0,M,2
2023,SE,FT,Other,177700,US,0,M,1
2023,EN,FT,Other,350000,US,0,M,3
2023,EN,FT,Other,250000,US,0,M,2
2023,MI,FT,Other,155000,US,0,M,1
2023,MI,FT,Other,125000,US,0,M,0
2023,SE,FT,Other,278700,US,0,M,2
2023,SE,FT,Other,159300,US,0,M,1
2023,MI,FT,Other,171000,US,0,M,1
2023,MI,FT,Other,151000,US,0,M,1
2023,SE,FT,Other,266450,US,0,M,2
2023,SE,FT,Other,177700,US,0,M,1
2023,MI,FT,Other,100000,US,100,M,0
2023,MI,FT,Other,80000,US,100,M,0
2023,SE,FT,Data Engineer,174990,US,100,M,1
2023,SE,FT,Data Engineer,132624,US,100,M,1
2023,MI,FT,Other,166000,US,0,M,1
2023,MI,FT,Other,73100,US,0,M,0
2023,SE,FT,Machine Learning Engineer,212000,US,0,M,1
2023,SE,FT,Machine Learning Engineer,93300,US,0,M,0
2023,SE,FT,Other,210100,US,0,M,1
2023,SE,FT,Other,95500,US,0,M,0
2023,SE,FT,Data Engineer,184600,US,0,M,1
2023,SE,FT,Data Engineer,99400,US,0,M,0
2023,SE,FT,Other,184800,US,0,M,1
2023,SE,FT,Other,107100,US,0,M,0
2023,SE,FT,Other,205000,US,0,M,1
2023,SE,FT,Other,155400,US,0,M,1
2023,EN,FT,Data Analyst,75065,US,100,M,0
2023,EN,FT,Data Analyst,41419,US,100,M,0
2023,MI,FT,Data Scientist,169000,US,0,M,1
2023,MI,FT,Data Scientist,105500,US,0,M,0
2023,MI,FT,Data Scientist,113563,Other,0,M,0
2023,MI,FT,Data Scientist,102927,Other,0,M,0
2023,MI,FT,Data Analyst,90500,US,0,M,0
2023,MI,FT,Data Analyst,42400,US,0,M,0
2023,SE,FT,Data Scientist,234000,US,100,M,2
2023,SE,FT,Data Scientist,146000,US,100,M,1
2023,MI,FT,Data Scientist,212000,US,0,M,1
2023,MI,FT,Data Scientist,93300,US,0,M,0
2023,SE,FT,Data Scientist,140000,US,0,M,1
2023,SE,FT,Data Scientist,100000,US,0,M,0
2023,MI,FT,Other,128167,US,0,M,0
2023,MI,FT,Other,85445,US,0,M,0
2023,SE,FT,Data Scientist,212000,US,0,M,1
2023,SE,FT,Data Scientist,93400,US,0,M,0
2023,MI,FT,Other,172300,US,0,M,1
2023,MI,FT,Other,86100,US,0,M,0
2023,MI,FT,Data Engineer,138000,US,100,M,1
2023,MI,FT,Data Engineer,86000,US,100,M,0
2023,EN,FT,Other,179000,US,0,M,1
2023,EN,FT,Other,112000,US,0,M,0
2023,SE,FT,Other,150000,US,100,M,1
2023,SE,FT,Data Scientist,179000,US,100,M,1
2023,SE,FT,Data Scientist,112000,US,100,M,0
2023,SE,FT,Data Analyst,122000,US,0,M,0
2023,SE,FT,Data Analyst,94000,US,0,M,0
2023,SE,FT,Other,122000,US,0,M,0
2023,SE,FT,Other,94000,US,0,M,0
2023,SE,FT,Data Analyst,140130,US,0,M,1
2023,SE,FT,Data Analyst,84870,US,0,M,0
2023,SE,FT,Other,225000,US,0,M,2
2023,SE,FT,Other,180000,US,0,M,1
2023,SE,FT,Data Engineer,165000,US,100,M,1
2023,SE,FT,Data Engineer,122445,US,100,M,0
2023,SE,FT,Other,154101,Other,100,M,1
2023,SE,FT,Other,100758,Other,100,M,0
2023,MI,FT,Machine Learning Engineer,84000,Other,100,M,0
2023,MI,FT,Machine Learning Engineer,48000,Other,100,M,0
2023,SE,FT,Other,275000,US,0,M,2
2023,SE,FT,Other,187000,US,0,M,1
2023,MI,FT,Other,212800,US,0,L,1
2023,MI,FT,Other,124100,US,0,L,0
2023,EN,FT,Data Scientist,130000,US,0,M,0
2023,EN,FT,Data Scientist,80000,US,0,M,0
2023,SE,FT,Data Scientist,160000,US,100,M,1
2023,SE,FT,Data Scientist,130000,US,100,M,0
2023,SE,FT,Machine Learning Engineer,240810,US,0,M,2
2023,SE,FT,Machine Learning Engineer,126800,US,0,M,0
2023,SE,FT,Other,145000,US,100,M,1
2023,SE,FT,Other,135000,US,100,M,1
2023,SE,FT,Other,222000,US,100,M,1
2023,SE,FT,Other,132000,US,100,M,0
2023,SE,FT,Other,250000,US,100,M,2
2023,SE,FT,Other,170000,US,100,M,1
2023,SE,FT,Other,250000,US,0,M,2
2023,SE,FT,Other,150000,US,0,M,1
2023,SE,FT,Other,222000,US,0,M,1
2023,SE,FT,Other,132000,US,0,M,0
2023,EN,FT,Other,49216,Other,0,M,0
2023,EN,FT,Other,43064,Other,0,M,0
2023,SE,FT,Other,94000,US,0,L,0
2023,SE,FT,Other,110000,US,0,M,0
2023,SE,FT,Other,70000,US,0,M,0
2023,SE,FT,Other,245000,US,0,M,2
2023,SE,FT,Other,185000,US,0,M,1
2023,SE,FT,Other,207900,US,0,M,1
2023,SE,FT,Other,158400,US,0,M,1
2023,SE,FT,Other,138000,US,0,M,1
2023,SE,FT,Other,86000,US,0,M,0
2023,SE,FT,Other,135800,US,100,M,1
2023,SE,FT,Other,95100,US,100,M,0
2023,SE,FT,Other,135800,US,100,M,1
2023,SE,FT,Other,95100,US,100,M,0
2023,SE,FT,Data Engineer,190000,US,100,M,1
2023,SE,FT,Data Engineer,160000,US,100,M,1
2023,SE,FT,Other,260000,US,0,L,2
2023,SE,FT,Other,136000,US,0,L,1
2023,SE,FT,Other,180000,US,0,M,1
2023,SE,FT,Other,166375,US,0,M,1
2023,SE,FT,Other,212800,US,0,L,1
2023,SE,FT,Other,115100,US,0,L,0
2023,MI,FT,Other,60000,US,0,M,0
2023,MI,FT,Other,48000,US,0,M,0
2023,MI,FT,Data Scientist,60000,US,0,M,0
2023,MI,FT,Data Scientist,55000,US,0,M,0
2023,SE,FT,Other,205500,US,0,M,1
2023,SE,FT,Other,132500,US,0,M,1
2023,SE,FT,Data Analyst,122000,US,0,M,0
2023,SE,FT,Data Analyst,94000,US,0,M,0
2023,MI,FT,Other,223600,US,0,L,1
2023,MI,FT,Other,115000,US,0,L,0
2023,MI,FT,Other,165000,US,0,M,1
2023,MI,FT,Other,150000,US,0,M,1
2023,EN,FT,Other,62000,US,100,M,0
2023,EN,FT,Other,49000,US,100,M,0
2023,SE,FT,Other,160000,US,0,M,1
2023,SE,FT,Other,140000,US,0,M,1
2023,EN,FT,Data Analyst,106100,US,100,M,0
2023,EN,FT,Data Analyst,74300,US,100,M,0
2023,EN,FT,Data Analyst,54137,Other,0,M,0
2023,EN,FT,Data Analyst,43925,Other,0,M,0
2023,SE,FT,Data Scientist,245000,US,0,M,2
2023,SE,FT,Data Scientist,185000,US,0,M,1
2023,MI,FT,Other,132300,US,0,M,1
2023,MI,FT,Other,93000,US,0,M,0
2023,SE,FT,Other,234000,US,100,M,2
2023,SE,FT,Other,146000,US,100,M,1
2023,SE,FT,Other,96600,US,0,M,0
2023,SE,FT,Other,55200,US,0,M,0
2023,EN,FT,Data Analyst,83300,US,0,M,0
2023,EN,FT,Data Analyst,47500,US,0,M,0
2023,EN,FT,Other,99300,US,0,M,0
2023,EN,FT,Other,82800,US,0,M,0
2023,SE,FT,Other,145000,US,0,M,1
2023,SE,FT,Other,110841,US,0,M,0
2023,MI,FT,Data Analyst,101000,US,0,M,0
2023,MI,FT,Data Analyst,50000,US,0,M,0
2023,SE,FT,Data Engineer,182500,US,100,M,1
2023,SE,FT,Data Engineer,121700,US,100,M,0
2023,SE,FT,Data Analyst,134500,US,100,M,1
2023,SE,FT,Data Analyst,91460,US,100,M,0
2023,SE,FT,Data Scientist,150000,US,0,M,1
2023,SE,FT,Data Scientist,130000,US,0,M,0
2023,EN,FT,Data Analyst,41827,Other,0,M,0
2023,EN,FT,Other,75753,US,0,M,0
2023,EN,FT,Other,47423,US,0,M,0
2023,SE,FT,Other,130000,Other,0,M,0
2023,SE,FT,Other,110000,Other,0,M,0
2023,SE,FT,Data Engineer,124935,US,0,M,0
2023,SE,FT,Data Engineer,76050,US,0,M,0
2023,SE,FT,Data Engineer,286000,US,0,M,2
2023,SE,FT,Data Engineer,143000,US,0,M,1
2023,MI,FT,Data Engineer,106400,US,100,M,0
2023,MI,FT,Data Engineer,70000,US,100,M,0
2023,MI,FT,Data Engineer,133000,US,0,M,1
2023,MI,FT,Data Engineer,58400,US,0,M,0
2023,SE,FT,Data Engineer,243600,US,0,M,2
2023,SE,FT,Data Engineer,148200,US,0,M,1
